id,carat,cut,color,clarity,depth,table,x,y,z,price
20052,0.35,Ideal,F,VVS1,61.5,55.0,4.51,4.56,2.79,6.851
20053,1.5,Premium,F,VS1,60.2,59.0,7.41,7.37,4.45,9.728
20054,0.58,Ideal,F,VVS2,62.0,56.0,5.32,5.36,3.31,7.828
20055,0.5,Ideal,H,VS1,61.1,56.0,5.1,5.14,3.13,7.401
20056,0.56,Ideal,F,VS1,61.9,55.0,5.36,5.32,3.3,7.609
20057,0.23,Very Good,D,VS1,61.5,58.0,3.93,3.98,2.43,6.415
20058,0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7,6.561
20059,1.02,Premium,H,SI2,62.7,59.0,6.41,6.34,4.0,8.402
20060,0.54,Very Good,F,VVS2,63.2,54.0,5.2,5.18,3.28,7.657
20061,0.7,Ideal,G,SI1,62.7,57.0,5.69,5.64,3.55,7.763
20062,0.57,Premium,D,SI1,63.0,59.0,5.27,5.23,3.31,7.575
20063,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,9.102
20064,1.12,Ideal,F,VVS2,62.2,55.0,6.64,6.68,4.14,9.301
20065,1.13,Very Good,F,SI1,63.2,56.0,6.66,6.69,4.22,8.628
20066,1.0,Very Good,E,VVS2,61.0,62.0,6.4,6.46,3.92,9.064
20067,1.04,Ideal,E,SI2,62.3,55.0,6.46,6.49,4.03,8.618
20068,1.26,Ideal,H,SI2,62.0,55.0,6.9,6.97,4.29,8.739
20069,1.0,Good,E,SI1,63.5,62.0,6.27,6.4,4.02,8.42
20070,0.7,Very Good,D,VS2,60.6,60.0,5.71,5.75,3.47,8.207
20071,1.5,Good,J,VS1,63.3,57.0,7.2,7.24,4.57,9.075
20072,0.7,Good,E,SI2,63.9,59.0,5.68,5.56,3.59,7.565
20073,0.82,Ideal,E,SI1,61.8,53.0,6.02,6.05,3.73,8.289
20074,0.56,Very Good,H,SI1,61.3,60.0,5.23,5.28,3.22,7.088
20075,1.19,Ideal,G,VVS2,60.8,59.0,6.84,6.81,4.15,9.162
20076,0.54,Ideal,D,VS2,61.9,55.0,5.23,5.24,3.24,7.505
20077,0.37,Very Good,G,VVS2,59.9,55.0,4.71,4.75,2.83,6.652
20078,0.51,Very Good,D,VS2,63.5,56.0,5.1,5.04,3.22,7.492
20079,0.56,Ideal,G,VVS2,61.2,55.0,5.35,5.37,3.28,7.59
20080,0.45,Ideal,D,VS1,62.3,56.0,4.88,4.91,3.05,7.193
20081,0.31,Good,F,VS1,63.9,55.0,4.27,4.3,2.74,6.409
20082,0.71,Very Good,J,SI1,62.8,57.0,5.64,5.67,3.55,7.518
20083,0.56,Premium,E,VS1,62.6,58.0,5.28,5.23,3.29,7.617
20084,2.26,Very Good,H,SI2,63.3,59.0,8.35,8.26,5.25,9.541
20085,1.05,Premium,F,SI2,60.4,57.0,6.61,6.54,3.97,8.379
20086,1.03,Good,D,SI2,63.8,54.0,6.36,6.3,4.04,8.191
20087,0.41,Ideal,H,IF,62.1,56.0,4.76,4.74,2.95,7.125
20088,0.28,Ideal,E,VVS2,62.1,56.0,4.19,4.21,2.61,6.471
20089,0.41,Ideal,G,SI2,62.1,53.6,4.75,4.79,2.96,6.491
20090,0.61,Ideal,D,VS2,62.0,56.0,5.43,5.48,3.38,7.697
20091,0.32,Very Good,G,VS2,62.3,55.0,4.38,4.41,2.73,6.299
20092,0.53,Very Good,G,VVS1,61.7,57.0,5.19,5.22,3.21,7.575
20093,1.02,Premium,D,I1,61.4,60.0,6.47,6.42,3.96,8.253
20094,0.57,Premium,F,SI1,62.7,59.0,5.3,5.26,3.31,7.359
20095,0.52,Ideal,I,VS1,61.5,56.0,5.19,5.16,3.18,7.213
20096,0.41,Ideal,D,VVS1,60.6,57.0,4.82,4.79,2.91,7.366
20097,0.91,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,8.318
20098,1.23,Very Good,H,VS2,58.5,62.0,6.98,7.0,4.09,8.706
20099,0.33,Ideal,G,VS2,62.0,57.0,4.47,4.44,2.76,6.611
20100,0.34,Good,H,SI1,63.3,56.0,4.45,4.46,2.82,6.194
20101,0.31,Ideal,D,VS2,61.9,56.0,4.38,4.34,2.7,6.848
20102,1.0,Ideal,G,SI1,62.0,57.0,6.39,6.32,3.94,8.508
20103,0.31,Ideal,F,SI1,61.7,55.0,4.35,4.37,2.69,6.194
20104,1.0,Ideal,E,SI1,61.9,56.0,6.37,6.45,3.97,8.605
20105,0.31,Ideal,D,SI1,61.9,57.0,4.36,4.39,2.71,6.306
20106,0.35,Ideal,D,SI1,62.1,57.0,4.47,4.49,2.78,6.399
20107,1.56,Ideal,H,SI1,60.4,59.0,7.5,7.53,4.54,9.273
20108,0.33,Very Good,G,VS2,60.8,62.0,4.42,4.46,2.7,6.361
20109,1.22,Very Good,I,VS2,59.6,58.0,6.95,6.98,4.15,8.767
20110,1.1,Ideal,H,VS2,62.6,57.0,6.61,6.56,4.12,8.306
20111,1.02,Premium,F,VVS1,60.8,58.0,6.56,6.46,3.96,9.208
20112,0.32,Very Good,D,VVS2,60.1,58.0,4.41,4.44,2.66,6.673
20113,1.04,Very Good,G,VS2,61.4,63.0,6.51,6.55,4.01,8.585
20114,0.28,Ideal,F,VVS2,61.8,56.0,4.18,4.22,2.6,6.668
20115,0.35,Ideal,D,VS2,60.7,56.0,4.6,4.56,2.78,6.969
20116,1.11,Very Good,G,VS2,63.4,56.0,6.62,6.54,4.18,8.483
20117,0.59,Very Good,G,VS2,62.8,59.0,5.28,5.33,3.33,7.392
20118,1.01,Premium,H,SI1,62.4,60.0,6.36,6.33,3.96,8.484
20119,1.25,Ideal,H,VS2,61.1,55.0,6.94,6.97,4.25,9.048
20120,0.7,Very Good,J,SI1,61.9,58.0,5.64,5.67,3.5,7.418
20121,0.9,Ideal,F,SI1,62.5,57.0,6.13,6.15,3.84,8.417
20122,0.3,Good,H,VVS1,63.3,59.0,4.22,4.28,2.69,6.528
20123,1.11,Ideal,F,VS2,60.4,58.0,6.73,6.66,4.04,8.892
20124,0.29,Very Good,F,VVS1,62.3,58.0,4.22,4.25,2.64,6.498
20125,0.9,Very Good,E,SI2,63.4,60.0,6.07,6.02,3.83,8.114
20126,0.4,Ideal,G,VVS2,61.9,55.0,4.72,4.75,2.93,6.836
20127,0.31,Ideal,H,IF,61.8,57.0,4.32,4.35,2.68,6.671
20128,0.31,Good,D,SI2,63.1,54.0,4.33,4.38,2.75,6.136
20129,0.58,Very Good,F,SI1,62.2,57.0,5.32,5.36,3.32,7.272
20130,0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,7.951
20131,0.31,Good,D,SI1,63.5,55.0,4.27,4.3,2.72,6.347
20132,0.72,Premium,G,VVS2,61.6,58.0,5.78,5.81,3.57,7.908
20133,0.73,Ideal,E,SI1,60.5,57.0,5.85,5.88,3.55,7.88
20134,0.74,Premium,E,SI1,61.4,57.0,5.83,5.79,3.57,7.622
20135,1.03,Very Good,G,I1,63.2,58.0,6.44,6.34,4.04,8.002
20136,0.55,Ideal,E,VS1,61.1,55.0,5.33,5.3,3.25,7.64
20137,0.9,Premium,I,SI2,62.5,58.0,6.15,6.1,3.83,7.989
20138,1.28,Premium,H,SI2,61.9,56.0,7.02,6.94,4.32,8.691
20139,0.73,Ideal,G,SI2,61.1,57.0,5.8,5.82,3.55,7.773
20140,0.7,Ideal,D,SI2,60.4,56.0,5.78,5.81,3.5,7.844
20141,1.01,Very Good,I,SI1,62.9,58.0,6.36,6.4,4.01,8.468
20142,0.41,Premium,E,VVS2,60.9,60.0,4.82,4.81,2.93,7.125
20143,1.05,Ideal,G,VS2,61.6,59.0,6.51,6.54,4.02,8.851
20144,0.31,Very Good,F,VS2,62.9,58.0,4.27,4.31,2.7,6.438
20145,0.57,Premium,E,VVS2,60.0,61.0,5.44,5.36,3.24,7.827
20146,0.7,Fair,D,SI1,66.2,57.0,5.56,5.41,3.63,7.844
20147,1.28,Premium,H,SI2,62.5,62.0,6.89,6.84,4.3,8.549
20148,1.1,Ideal,D,VVS2,62.2,57.0,6.58,6.54,4.08,9.363
20149,0.56,Ideal,D,VS2,62.2,56.0,5.28,5.26,3.28,7.565
20150,0.33,Premium,E,SI1,60.4,59.0,4.43,4.47,2.69,6.361
20151,0.32,Ideal,G,IF,61.7,54.0,4.42,4.46,2.74,6.822
20152,1.74,Premium,H,SI1,62.1,59.0,7.69,7.63,4.76,8.979
20153,1.02,Very Good,H,SI1,63.2,57.0,6.44,6.38,4.05,8.453
20154,1.0,Premium,F,SI1,62.6,60.0,6.3,6.32,3.95,8.556
20155,0.9,Ideal,H,VS1,62.1,56.0,6.15,6.2,3.83,8.52
20156,1.02,Premium,H,SI1,60.3,59.0,6.5,6.44,3.9,8.425
20157,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,7.54
20158,0.7,Ideal,D,VS1,62.8,54.0,5.65,5.69,3.56,8.169
20159,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,7.536
20160,1.06,Ideal,G,SI1,62.0,56.0,6.52,6.55,4.05,8.548
20161,0.31,Premium,E,VS2,62.6,58.0,4.29,4.33,2.7,6.522
20162,0.9,Good,F,SI1,63.6,55.0,6.15,6.12,3.9,8.458
20163,1.32,Ideal,G,VS2,61.1,57.0,7.13,7.07,4.34,9.167
20164,0.7,Very Good,F,VS2,62.9,56.0,5.66,5.73,3.58,7.783
20165,1.06,Ideal,E,SI1,59.6,54.0,6.64,6.62,3.95,8.566
20166,0.31,Ideal,E,VS1,61.3,55.0,4.36,4.38,2.68,6.54
20167,0.32,Ideal,G,VS1,62.9,57.0,4.4,4.37,2.76,6.719
20168,0.35,Ideal,D,VVS2,61.6,54.0,4.55,4.57,2.81,6.851
20169,1.01,Very Good,F,SI2,63.4,56.0,6.4,6.34,4.04,8.379
20170,1.51,Ideal,H,VS1,62.5,54.0,7.28,7.34,4.57,9.399
20171,0.32,Ideal,G,VVS2,61.5,57.0,4.43,4.39,2.71,6.842
20172,1.06,Ideal,G,VVS2,62.9,56.0,6.6,6.56,4.14,8.966
20173,1.0,Premium,G,VVS1,62.1,59.0,6.4,6.29,3.94,9.006
20174,1.01,Good,D,SI2,64.0,56.0,6.25,6.29,4.01,8.351
20175,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,9.7
20176,0.31,Premium,H,VVS1,61.8,59.0,4.32,4.36,2.68,6.417
20177,1.35,Ideal,G,VS1,61.5,56.0,7.12,7.15,4.39,9.229
20178,1.23,Premium,J,VS2,62.9,59.0,6.85,6.8,4.29,8.514
20179,0.38,Ideal,I,VS1,61.5,53.9,4.66,4.7,2.89,6.555
20180,0.3,Premium,G,SI2,58.1,61.0,4.47,4.41,2.58,6.227
20181,0.32,Very Good,H,VVS2,62.4,56.0,4.35,4.37,2.72,6.39
20182,0.34,Premium,E,SI1,59.3,58.0,4.59,4.55,2.71,6.417
20183,0.42,Premium,E,SI1,62.0,58.0,4.82,4.85,3.0,6.582
20184,0.36,Ideal,G,VVS2,61.7,54.0,4.59,4.62,2.84,6.677
20185,0.3,Ideal,I,VS1,62.0,57.0,4.26,4.29,2.65,6.125
20186,1.03,Ideal,G,SI2,61.7,55.0,6.48,6.52,4.01,8.387
20187,1.02,Premium,F,SI1,61.4,58.0,6.48,6.41,3.96,8.588
20188,0.5,Premium,I,VVS1,58.2,62.0,5.25,5.19,3.04,7.255
20189,0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,7.889
20190,0.32,Ideal,F,VVS1,62.3,56.0,4.35,4.38,2.72,6.831
20191,0.31,Good,G,VS1,63.2,57.0,4.28,4.33,2.72,6.438
20192,0.35,Ideal,D,VVS1,61.5,57.0,4.52,4.55,2.79,7.062
20193,0.32,Ideal,E,SI1,61.0,56.0,4.41,4.45,2.7,6.326
20194,1.7,Premium,G,VS2,60.3,60.0,7.72,7.64,4.63,9.677
20195,1.22,Very Good,G,VS1,62.2,58.0,6.75,6.81,4.22,9.063
20196,0.54,Ideal,I,VS1,62.3,57.0,5.2,5.24,3.25,7.281
20197,0.53,Ideal,F,VS2,61.1,56.0,5.22,5.26,3.2,7.397
20198,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,7.255
20199,0.38,Ideal,E,VVS1,62.6,56.0,4.6,4.64,2.89,7.144
20200,0.32,Ideal,H,VVS1,61.3,56.0,4.42,4.45,2.72,6.808
20201,0.53,Very Good,E,VS2,62.3,56.7,5.19,5.23,3.25,7.527
20202,0.62,Premium,G,VS1,59.8,58.0,5.55,5.58,3.33,7.567
20203,1.06,Good,E,SI2,58.8,61.0,6.63,6.67,3.91,8.356
20204,0.51,Premium,D,VS2,62.0,60.0,5.12,5.07,3.16,7.499
20205,0.29,Ideal,G,VVS1,61.5,56.0,4.25,4.28,2.62,6.512
20206,0.9,Very Good,I,VS1,63.3,58.0,6.07,6.1,3.85,8.204
20207,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,7.753
20208,0.71,Premium,F,SI2,60.2,60.0,5.8,5.77,3.48,7.667
20209,2.02,Premium,E,SI2,61.0,59.0,8.18,8.12,4.97,9.805
20210,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,6.413
20211,1.09,Premium,H,VS2,61.2,58.0,6.63,6.58,4.03,8.518
20212,1.02,Premium,F,VS1,62.8,58.0,6.44,6.4,4.03,8.946
20213,0.41,Ideal,E,VVS2,61.6,56.0,4.8,4.78,2.95,7.125
20214,2.01,Very Good,H,VS2,60.7,56.0,8.08,8.17,4.93,9.829
20215,0.72,Very Good,E,VS2,60.0,57.0,5.81,5.86,3.5,8.175
20216,0.51,Good,G,VVS1,63.9,57.0,5.06,5.08,3.24,7.563
20217,0.4,Very Good,H,SI1,62.6,58.0,4.68,4.72,2.94,6.501
20218,0.7,Premium,G,SI2,58.5,60.0,5.85,5.81,3.41,7.727
20219,0.3,Very Good,I,IF,63.3,57.0,4.3,4.23,2.7,6.697
20220,0.51,Premium,G,VS1,62.1,60.0,5.1,5.11,3.17,7.412
20221,0.34,Ideal,D,SI1,62.3,57.0,4.44,4.48,2.78,6.439
20222,0.38,Ideal,E,VS1,61.4,56.0,4.66,4.69,2.87,6.824
20223,1.01,Good,G,VS2,64.0,59.0,6.27,6.33,4.03,8.718
20224,1.51,Ideal,F,VS2,61.5,57.0,7.39,7.36,4.54,9.631
20225,2.51,Good,G,SI2,59.5,65.0,8.87,8.74,5.24,9.565
20226,0.3,Very Good,G,VVS1,62.1,61.0,4.27,4.3,2.66,6.671
20227,0.76,Ideal,H,VVS1,62.1,56.0,5.81,5.89,3.63,8.121
20228,0.3,Ideal,E,VVS2,61.9,58.0,4.28,4.32,2.66,6.641
20229,0.23,Premium,G,VVS2,58.1,59.0,4.09,4.03,2.36,6.31
20230,1.03,Fair,E,SI1,65.1,58.0,6.35,6.24,4.1,8.635
20231,0.8,Premium,G,SI1,63.0,59.0,5.9,5.81,3.69,7.923
20232,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,6.515
20233,0.7,Premium,E,VS2,60.9,59.0,5.68,5.71,3.47,7.891
20234,0.75,Very Good,I,SI1,59.1,58.0,5.87,5.91,3.48,7.687
20235,1.14,Premium,E,VVS2,59.7,58.0,6.83,6.91,4.1,9.236
20236,1.3,Ideal,G,VVS2,62.0,57.0,7.03,6.96,4.34,9.321
20237,0.52,Very Good,E,VS1,62.6,56.0,5.11,5.14,3.21,7.508
20238,1.02,Premium,H,VS2,60.4,59.0,6.52,6.55,3.95,8.519
20239,0.31,Premium,E,VS2,61.0,59.0,4.35,4.37,2.66,6.522
20240,1.51,Premium,J,SI1,63.0,58.0,7.32,7.28,4.6,8.915
20241,0.39,Good,F,VVS2,57.7,61.0,4.91,4.8,2.8,6.964
20242,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,7.0
20243,1.34,Very Good,J,SI2,62.7,56.0,7.05,7.08,4.43,8.582
20244,1.0,Premium,G,I1,59.0,60.0,6.49,6.43,3.82,7.725
20245,0.75,Good,E,SI1,63.4,57.0,5.75,5.77,3.65,7.891
20246,1.0,Very Good,E,I1,62.3,58.0,6.33,6.38,3.96,8.033
20247,0.57,Ideal,F,VVS2,61.6,57.0,5.32,5.36,3.29,7.75
20248,0.42,Ideal,E,SI1,61.3,57.0,4.79,4.81,2.94,6.65
20249,0.9,Fair,H,VS2,65.5,57.0,6.05,6.01,3.95,8.079
20250,1.03,Good,D,SI2,59.3,58.0,6.57,6.61,3.91,8.449
20251,2.11,Ideal,I,VS1,61.9,57.0,8.28,8.22,5.11,9.725
20252,0.31,Premium,I,VS2,60.8,58.0,4.34,4.37,2.65,6.075
20253,1.02,Very Good,F,SI2,60.0,60.0,6.53,6.57,3.93,8.345
20254,0.91,Fair,H,SI1,65.3,62.0,6.11,6.01,3.96,8.095
20255,1.01,Very Good,D,VS2,62.2,61.0,6.37,6.43,3.98,8.84
20256,2.41,Premium,H,SI2,58.7,61.0,8.85,8.76,5.17,9.632
20257,1.23,Very Good,J,VS2,62.9,59.0,6.8,6.85,4.29,8.496
20258,0.92,Ideal,G,VS2,62.6,56.0,6.2,6.17,3.87,8.39
20259,0.9,Ideal,F,SI1,60.7,57.0,6.21,6.25,3.78,8.39
20260,1.01,Premium,I,SI1,58.6,62.0,6.51,6.45,3.8,8.312
20261,2.03,Very Good,I,SI2,62.8,60.0,7.99,8.05,5.04,9.478
20262,1.19,Very Good,G,VS1,59.1,58.0,6.96,7.05,4.14,8.986
20263,1.02,Ideal,F,VS2,62.0,55.0,6.47,6.5,4.02,8.865
20264,1.63,Very Good,H,VVS1,59.1,58.0,7.68,7.84,4.59,9.489
20265,0.84,Ideal,D,VVS1,62.0,54.0,6.04,6.08,3.76,8.764
20266,0.46,Good,G,VS1,59.5,61.4,4.95,5.0,2.96,7.072
20267,1.16,Premium,G,VS2,59.9,60.0,6.88,6.85,4.11,8.882
20268,1.0,Good,D,SI1,64.8,58.0,6.23,6.27,4.05,8.52
20269,0.73,Ideal,G,VVS2,61.0,56.0,5.82,5.86,3.56,8.238
20270,0.31,Ideal,G,VVS1,61.9,55.0,4.38,4.41,2.72,6.671
20271,1.26,Very Good,G,VS2,63.3,57.0,6.88,6.93,4.37,8.992
20272,1.36,Ideal,F,VVS2,61.6,56.0,7.17,7.08,4.39,9.442
20273,1.13,Premium,H,SI1,62.3,58.0,6.68,6.67,4.16,8.555
20274,1.01,Ideal,F,VS2,62.1,57.0,6.46,6.42,4.0,8.823
20275,0.33,Ideal,J,VS1,62.1,55.0,4.44,4.41,2.75,6.323
20276,0.82,Ideal,E,VS2,61.9,57.0,6.01,5.98,3.71,8.27
20277,0.36,Ideal,E,SI1,62.4,55.0,4.55,4.52,2.83,6.697
20278,0.96,Very Good,G,SI2,63.1,56.0,6.29,6.22,3.95,8.282
20279,1.18,Premium,I,SI1,61.1,59.0,6.78,6.73,4.13,8.508
20280,1.75,Premium,I,VS1,60.6,60.0,7.84,7.8,4.74,9.436
20281,0.64,Ideal,D,VS2,60.7,59.0,5.58,5.62,3.4,7.707
20282,1.09,Ideal,F,IF,61.4,55.0,6.61,6.68,4.09,9.38
20283,0.9,Very Good,D,VS2,63.3,59.0,6.12,6.17,3.89,8.513
20284,0.9,Good,G,SI1,63.9,60.0,6.07,6.1,3.89,8.181
20285,0.7,Very Good,F,IF,61.5,58.0,5.65,5.7,3.49,8.265
20286,0.72,Ideal,F,SI1,62.3,56.0,5.77,5.79,3.6,8.008
20287,1.07,Ideal,G,SI1,62.2,57.0,6.59,6.56,4.09,8.576
20288,1.15,Premium,D,SI1,61.7,58.0,6.76,6.69,4.15,8.706
20289,0.54,Premium,D,SI1,58.3,61.0,5.38,5.32,3.12,7.479
20290,0.34,Premium,I,VVS2,61.5,60.0,4.45,4.49,2.75,6.39
20291,0.28,Ideal,H,VVS1,62.0,55.0,4.17,4.22,2.6,6.373
20292,1.02,Very Good,G,VVS2,62.7,58.0,6.36,6.4,4.0,9.169
20293,0.4,Ideal,F,I1,63.3,60.0,4.68,4.64,2.95,6.446
20294,0.7,Fair,F,I1,66.2,59.0,5.59,5.4,3.65,6.991
20295,0.31,Ideal,D,VS2,62.0,55.0,4.38,4.36,2.71,6.848
20296,0.77,Very Good,J,VS2,62.9,58.0,5.83,5.87,3.68,7.676
20297,1.2,Very Good,G,VS1,60.2,60.0,6.91,7.0,4.19,9.041
20298,0.71,Very Good,F,VS2,63.2,59.0,5.66,5.6,3.56,7.749
20299,0.81,Fair,F,SI2,68.8,79.0,5.26,5.2,3.58,7.741
20300,0.59,Very Good,E,SI1,61.3,58.0,5.41,5.45,3.33,7.466
20301,1.12,Premium,J,SI1,62.3,57.0,6.72,6.61,4.15,8.31
20302,0.31,Ideal,I,VVS1,62.0,54.0,4.34,4.37,2.7,6.347
20303,0.3,Premium,D,VVS2,60.7,59.0,4.34,4.33,2.63,6.856
20304,0.33,Ideal,G,VVS1,61.6,55.0,4.46,4.47,2.75,6.731
20305,0.38,Ideal,D,VVS2,61.5,56.0,4.64,4.66,2.86,7.09
20306,0.51,Very Good,D,SI1,60.0,58.0,5.19,5.24,3.13,7.23
20307,0.3,Very Good,G,VVS2,63.5,54.0,4.26,4.25,2.7,6.778
20308,0.73,Fair,F,SI2,59.2,64.0,5.92,5.83,3.48,7.68
20309,1.51,Very Good,G,VS2,63.1,56.0,7.33,7.29,4.61,9.438
20310,0.52,Very Good,I,SI2,60.9,59.0,5.14,5.18,3.14,6.881
20311,1.04,Premium,D,SI2,61.0,59.0,6.54,6.51,3.98,8.479
20312,0.71,Ideal,E,VS1,62.1,53.0,5.76,5.73,3.57,7.994
20313,1.04,Premium,F,SI1,62.5,60.0,6.46,6.43,4.03,8.652
20314,1.5,Very Good,E,SI1,59.3,56.0,7.43,7.51,4.43,9.299
20315,0.71,Premium,E,SI2,61.1,58.0,5.76,5.73,3.51,7.743
20316,0.91,Ideal,G,SI1,62.6,57.0,6.16,6.21,3.87,8.265
20317,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,7.84
20318,0.75,Very Good,E,VS2,62.3,56.0,5.79,5.84,3.62,8.121
20319,1.26,Ideal,H,SI2,61.0,56.0,6.99,6.95,4.25,8.699
20320,1.11,Good,I,VS2,63.6,58.0,6.52,6.57,4.16,8.51
20321,0.33,Ideal,F,VS1,59.9,56.0,4.54,4.51,2.71,6.898
20322,1.2,Very Good,G,VS1,63.3,57.0,6.77,6.71,4.26,8.827
20323,0.51,Ideal,H,SI1,61.6,55.0,5.14,5.18,3.18,7.108
20324,0.48,Very Good,J,SI2,62.3,63.0,5.02,4.96,3.11,6.985
20325,0.36,Ideal,E,VS2,61.2,56.0,4.62,4.6,2.82,6.921
20326,1.03,Premium,E,VS1,62.4,58.0,6.5,6.41,4.03,8.977
20327,0.52,Ideal,I,VS2,62.3,54.0,5.17,5.2,3.23,7.049
20328,2.01,Very Good,H,SI2,63.0,59.0,7.9,7.93,4.99,9.666
20329,1.7,Premium,E,SI1,62.3,57.0,7.68,7.6,4.76,9.659
20330,2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,9.716
20331,0.35,Ideal,G,IF,62.6,57.0,4.51,4.53,2.82,6.887
20332,1.07,Premium,H,VS2,62.4,59.0,6.53,6.46,4.05,8.612
20333,1.06,Premium,G,SI1,59.6,58.0,6.73,6.67,3.99,8.498
20334,0.47,Good,E,SI1,60.2,64.0,5.1,5.04,3.05,6.895
20335,2.2,Ideal,I,SI1,61.7,55.0,8.41,8.37,5.18,9.801
20336,1.14,Good,G,SI2,63.7,58.0,6.62,6.54,4.19,8.412
20337,1.01,Ideal,G,VS2,61.9,55.0,6.49,6.46,4.01,8.717
20338,0.56,Ideal,E,SI1,61.7,56.0,5.3,5.33,3.28,7.365
20339,1.08,Premium,G,VS1,62.9,55.0,6.6,6.53,4.13,8.851
20340,0.57,Ideal,F,SI2,62.7,56.0,5.32,5.27,3.32,7.267
20341,1.01,Very Good,H,SI2,60.6,61.0,6.38,6.45,3.89,8.266
20342,0.31,Very Good,I,VS1,62.8,55.0,4.31,4.35,2.72,6.192
20343,0.31,Premium,G,VS1,59.5,59.0,4.4,4.47,2.64,6.438
20344,0.3,Ideal,F,VS1,61.6,54.7,4.33,4.34,2.67,6.48
20345,0.52,Very Good,F,SI1,60.0,58.0,5.21,5.26,3.14,7.14
20346,0.3,Ideal,E,VS2,62.2,56.0,4.3,4.28,2.67,6.738
20347,1.51,Very Good,G,VS2,58.7,63.0,7.45,7.4,4.36,9.438
20348,0.39,Premium,F,VS1,61.7,58.0,4.71,4.69,2.9,6.863
20349,0.74,Ideal,G,SI1,60.6,55.0,5.87,5.93,3.57,8.049
20350,0.41,Very Good,H,VVS2,62.2,58.0,4.71,4.74,2.94,6.801
20351,0.35,Premium,E,SI1,62.7,57.0,4.52,4.47,2.82,6.669
20352,0.3,Premium,E,VS2,59.2,59.0,4.41,4.37,2.6,6.738
20353,0.91,Ideal,H,SI1,61.9,56.0,6.17,6.21,3.83,8.386
20354,0.56,Ideal,D,IF,61.9,57.0,5.28,5.31,3.28,8.365
20355,1.5,Good,H,SI2,64.0,61.0,7.18,7.14,4.58,8.558
20356,0.9,Good,H,SI2,64.5,58.0,6.0,5.96,3.86,8.196
20357,1.08,Very Good,G,VVS2,63.1,56.0,6.58,6.51,4.13,8.97
20358,0.43,Ideal,G,SI1,62.9,55.0,4.87,4.83,3.05,6.875
20359,0.39,Premium,G,VS1,62.6,58.0,4.7,4.66,2.93,7.0
20360,0.9,Very Good,J,VS1,62.4,57.0,6.13,6.18,3.84,8.201
20361,0.37,Premium,F,VS2,59.8,59.0,4.63,4.66,2.78,6.615
20362,1.52,Premium,D,SI2,59.8,60.0,7.5,7.42,4.46,9.271
20363,0.6,Ideal,E,VS2,62.0,57.0,5.41,5.42,3.36,7.631
20364,0.31,Premium,F,VS2,61.8,59.0,4.31,4.33,2.67,6.438
20365,2.04,Fair,E,SI2,67.4,56.0,7.8,7.76,5.24,9.43
20366,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,6.378
20367,0.63,Very Good,H,VVS2,63.2,60.0,5.49,5.39,3.44,7.566
20368,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,8.348
20369,1.64,Premium,I,SI2,61.3,58.0,7.62,7.58,4.66,9.076
20370,1.12,Ideal,G,VS1,62.5,54.0,6.65,6.69,4.17,9.035
20371,0.49,Premium,G,SI1,60.6,60.0,5.1,5.06,3.08,6.933
20372,1.6,Premium,H,VS2,62.6,58.0,7.5,7.45,4.68,9.351
20373,0.7,Good,F,SI1,62.8,58.0,5.6,5.65,3.53,7.812
20374,1.31,Premium,I,VS2,61.9,59.0,7.02,6.98,4.33,8.752
20375,0.53,Ideal,H,VS2,61.7,56.0,5.17,5.21,3.2,7.269
20376,1.58,Premium,G,VS1,60.8,58.0,7.58,7.52,4.59,9.34
20377,0.31,Ideal,D,SI2,62.6,57.0,4.35,4.27,2.7,6.385
20378,0.36,Ideal,D,SI1,61.5,56.0,4.64,4.56,2.83,6.746
20379,0.47,Ideal,E,VVS2,62.0,55.0,4.97,5.0,3.09,7.541
20380,0.51,Ideal,F,VS2,61.0,55.0,5.17,5.21,3.17,7.372
20381,0.4,Good,E,SI1,63.9,55.0,4.67,4.72,3.0,6.532
20382,0.34,Good,D,VS2,63.6,55.0,4.4,4.43,2.81,6.468
20383,0.57,Ideal,H,SI1,59.3,60.0,5.44,5.48,3.24,7.164
20384,0.71,Premium,D,SI2,61.7,59.0,5.67,5.71,3.51,7.917
20385,0.3,Ideal,E,VVS1,61.0,56.0,4.34,4.38,2.66,6.701
20386,1.03,Premium,G,SI2,59.9,60.0,6.56,6.5,3.91,8.392
